% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	0.25	10	1	1	3	222	166164	218	162296	0.00471429	0	0.00471429	0.00471429	744.477	383.96	85	967	
0	0.25	11	2	1	3	222	166164	218	162296	0.00471429	0	0.00471429	0.00471429	744.477	383.96	85	967	
0	0.25	12	3	1	3	222	387439	218	378271	0.00471429	0	0.00471429	0.00471429	1735.19	960.77	85	2292	
0	0.25	13	4	1	3	216	373687	213	366811	0.00471429	0	0.00471429	0.00471429	1722.12	968.176	85	2292	
0	0.25	4	5	1	3	222	9102	218	8938	0.00471429	0	0.00471429	0.00471429	41	0	41	41	
0	0.25	9	6	3	3	57	1557	57	1557	0.00471429	0	0.00471429	0.00471429	27.3158	4.28101	26	41	
0	0.25	6	7	2	3	222	30174	218	29482	0.00471429	0	0.00471429	0.00471429	135.239	64.374	26	173	
0	0.25	3	8	8	3	52	31718	18	6252	0.0109365	0.00715834	0.00471429	0.0187143	347.333	369.677	26	749	
0	0.25	7	9	3	3	222	43227	218	42215	0.00471429	0	0.00471429	0.00471429	193.647	99.9811	26	253	
0	0.25	7	10	1	3	222	43681	218	42669	0.00471429	0	0.00471429	0.00471429	195.729	98.8196	26	253	
0	0.25	7	11	2	3	222	24198	218	23650	0.00471429	0	0.00471429	0.00471429	108.486	48.609	26	137	
0	0.25	9	12	2	3	43	1193	43	1193	0.00471429	0	0.00471429	0.00471429	27.7442	4.8653	26	41	
0	0.25	6	13	3	3	133	28614	126	26115	0.00938095	0.00523832	0.00471429	0.0257143	207.262	165.405	26	357	
0	0.25	2	14	1	3	222	27806	218	27194	0.00471429	0	0.00471429	0.00471429	124.743	48.7568	41	153	
0	0.25	2	15	2	3	222	27694	218	27082	0.00471429	0	0.00471429	0.00471429	124.229	49.0469	41	153	
0	0.25	3	16	3	3	222	43586	218	42574	0.00471429	0	0.00471429	0.00471429	195.294	97.2883	22	253	
0	0.25	3	17	2	3	222	43889	218	42877	0.00471429	0	0.00471429	0.00471429	196.683	96.0813	26	253	
0	0.25	1	18	1	3	221	45581	217	44537	0.00474654	0.000475191	0.00471429	0.0117143	205.24	95.919	41	261	
0	0.25	4	19	2	3	140	19852	135	18807	0.00875873	0.00347027	0.00471429	0.0117143	139.311	83.0802	41	209	
0	0.25	8	20	1	3	220	95724	216	93528	0.00471429	0	0.00471429	0.00471429	433	201.385	85	549	
0	0.25	9	21	4	3	36	17596	1	26	0.0117143	0	0.0117143	0.0117143	26	0	26	26	
0	0.25	1	22	2	3	222	27694	218	27082	0.00471429	0	0.00471429	0.00471429	124.229	49.0469	41	153	
0	0.25	6	23	1	3	222	30321	218	29629	0.00471429	0	0.00471429	0.00471429	135.913	63.9933	26	173	
